Occurrences,Scientific name,Kingdom,Phylum,Class,Order,Family,Genus,Species
13,Amphinema byssoides (Pers.) J.Erikss.,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Amphinema,Amphinema byssoides
13,Chlorophyllum rhacodes (Vittad.) Vellinga,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,Chlorophyllum rhacodes
13,Lactarius psammicola A.H.Sm.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius psammicola
13,"Amanita flavorubens (Berk. & Mont.) Sacc., 1887",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita flavorubens
13,Mycena niveipes (Murrill) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena niveipes
13,"Leucocybe connata (Schumach.) Vizzini, P.Alvarado, G.Moreno & Consiglio",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Leucocybe,Leucocybe connata
13,Cyclocybe erebia (Fr.) Vizzini & Matheny,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Cyclocybe,Cyclocybe erebia
13,Porodaedalea pini (Brot.) Murrill,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Porodaedalea,Porodaedalea pini
13,Lactarius pyrogalus (Bull.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius pyrogalus
13,Picipes tubaeformis (P.Karst.) Zmitr. & Kovalenko,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Picipes,Picipes tubaeformis
13,"Niveoporofomes spraguei (Berk. & M.A.Curtis) B.K.Cui, M.L.Han & Y.C.Dai",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Niveoporofomes,Niveoporofomes spraguei
13,Polyozellus atrolazulinus S.A.Trudell & Kõljalg,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Polyozellus,Polyozellus atrolazulinus
13,Phlegmacium argutum (Fr.) Niskanen & Liimat.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Phlegmacium,Phlegmacium argutum
13,Calonarius olearioides (Rob.Henry) Niskanen & Liimat.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Calonarius,Calonarius olearioides
13,Thaxterogaster scaurus (Fr.) Niskanen & Liimat.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Thaxterogaster,Thaxterogaster scaurus
12,Hyphodontia pallidula (Bres.) J.Erikss.,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hyphodontiaceae,Hyphodontia,Hyphodontia pallidula
12,Thelephora caryophyllea (Schaeff.) Pers.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora caryophyllea
12,Rhizopogon roseolus (Corda) Th.Fr.,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon roseolus
12,Xanthoconium separans (Peck) Halling & Both,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xanthoconium,Xanthoconium separans
12,Resupinatus applicatus (Batsch) Gray,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Resupinatus,Resupinatus applicatus
12,Galerina paludosa (Fr.) Kühner,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa
12,Cyptotrama asprata (Berk.) Redhead & Ginns,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cyptotrama,Cyptotrama asprata
12,Russula claroflava Grove,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula claroflava
12,Leptosporomyces galzinii (Bourdot) Jülich,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Leptosporomyces,Leptosporomyces galzinii
12,Geastrum triplex Jungh.,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum triplex
12,Crinipellis setipes (Peck) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Crinipellis,Crinipellis setipes
12,Cortinarius suberi Soop,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius suberi
12,Boletopsis grisea (Peck) Bondartsev & Singer,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Boletopsis,Boletopsis grisea
12,Suillus neoalbidipes M.E.Palm & E.L.Stewart,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus neoalbidipes
12,Tricholoma aurantium (Schaeff.) Ricken,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma aurantium
12,"Coprinopsis cothurnata (Godey) Redhead, Vilgalys & Moncalvo",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis cothurnata
12,Lactarius pubescens Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius pubescens
12,Lactarius glyciosmus (Fr.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius glyciosmus
12,Gloeophyllum trabeum (Pers.) Murrill,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,Gloeophyllum trabeum
12,Gymnopus subsulphureus (Peck) Murrill,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus subsulphureus
12,Pluteus tomentosulus Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus tomentosulus
12,Lactarius cinereus Peck,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius cinereus
12,Suillus serotinus (Frost) Kretzer & T.D.Bruns,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus serotinus
12,Cortinarius cinnamomeus (L.) Gray,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius cinnamomeus
12,Sphagnurus paluster (Peck) Redhead & V.Hofst.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster
12,Pseudotricholoma umbrosum (A.H.Sm. & M.B.Walters) Sánchez-García & Matheny,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudotricholoma,Pseudotricholoma umbrosum
12,Phellinus cinereus Niemelä,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus cinereus
12,Pholiota lenta (Pers.) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota lenta
12,Bolbitius titubans (Bull.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius titubans
12,"Hydnellum scabrosum (Fr.) E.Larss., K.H.Larss. & Kõljalg",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum scabrosum
12,Phellodon violascens (Alb. & Schwein.) A.M.Ainsw.,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Phellodon,Phellodon violascens
12,Cystinarius crassus (Fr.) Niskanen & Liimat.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cystinarius,Cystinarius crassus
11,Cortinarius stillatitius Fr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius stillatitius
11,Cortinarius quarciticus H.Lindstr.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius quarciticus
11,Cortinarius mucosus (Bull.) J.Kickx f.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius mucosus
11,Clitocybe truncicola (Peck) Sacc.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe truncicola
11,Agrocybe molesta (Lasch) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,Agrocybe molesta
11,Cystodermella granulosa (Batsch) Harmaja,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Cystodermella,Cystodermella granulosa
11,Calvatia cyathiformis (Bosc) Morgan,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,Calvatia cyathiformis
11,Cuphophyllus canescens (A.H.Sm. & Hesler) Bon,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,Cuphophyllus canescens
11,Entoloma vernum S.Lundell,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma vernum
11,Trametopsis cervina (Schwein.) Tomšovský,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Trametopsis,Trametopsis cervina
11,Trametes trogii Berk.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes trogii
11,Cystostereum murrayi (Berk. & M.A.Curtis) Pouzar,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cystostereaceae,Cystostereum,Cystostereum murrayi
11,Russula fragrantissima Romagn.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula fragrantissima
11,Russula albonigra (Krombh.) Fr.,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula albonigra
11,Geastrum saccatum Fr.,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum saccatum
11,"Stropharia hardii G.F.Atk., 1906",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia hardii
11,Panaeolus papilionaceus (Bull.) Quél.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolus,Panaeolus papilionaceus
11,Inocybe tahquamenonensis D.E.Stuntz,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe tahquamenonensis
11,Inocybe albodisca Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe albodisca
11,Leucoagaricus rubrotinctus (Peck) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus rubrotinctus
11,Tylopilus exiguus T.W.Henkel,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,Tylopilus exiguus
11,Mycena meliigena (Berk. & Cooke) Sacc.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena meliigena
11,Ramaria flava (Schaeff.) Quél.,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria,Ramaria flava
11,Pluteus admirabilis (Peck) Peck,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus admirabilis
